location_name,date,rainfall_mm_24h,river_discharge_m3s,risk_level,label_source
"Lagos, Nigeria",2015-10-11,1.8,789.68,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-12,1.1,723.44,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-13,4.1,627.06,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-14,3.4,557.47,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-15,3.6,513.04,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-16,9.6,487.65,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-17,1.2,487.65,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-18,3.4,517.8,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-19,9.2,566.54,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-20,7.6,536.03,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-21,9.5,478.73,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-22,2.5,457.14,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-23,1.4,450.86,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-24,4.3,444.66,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-25,7.2,433.51,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-26,2.3,427.55,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-27,11.9,450.86,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-28,12.5,491.04,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-29,5.7,552.35,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-30,5.1,676.64,low,default_low_unconfirmed
"Lagos, Nigeria",2015-10-31,10.5,791.5,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-01,12.5,786.05,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-02,12.3,821.24,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-03,0.7,1024.65,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-04,0.3,1080.43,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-05,3.9,859.99,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-06,3.1,602.95,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-07,7.9,433.51,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-08,10.5,340.98,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-09,5.5,310.89,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-10,5.9,322.59,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-11,1.0,354.63,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-12,1.5,380.94,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-13,1.0,377.44,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-14,0.2,348.14,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-15,1.0,306.61,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-16,3.5,263.24,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-17,1.2,224.42,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-18,0.1,196.7,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-19,0.8,180.13,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-20,0.8,170.79,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-21,0.5,163.82,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-22,2.5,157.85,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-23,4.9,154.24,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-24,2.6,153.17,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-25,0.9,152.82,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-26,0.5,155.31,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-27,0.3,159.32,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-28,1.5,160.44,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-29,1.2,156.76,low,default_low_unconfirmed
"Lagos, Nigeria",2015-11-30,0.5,151.05,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-01,2.1,146.23,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-02,2.6,142.88,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-03,2.6,141.23,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-04,0.0,139.93,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-05,0.0,139.28,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-06,0.0,138.96,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-07,0.0,138.32,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-08,0.0,136.72,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-09,0.0,134.52,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-10,0.0,132.66,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-11,0.0,131.13,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-12,0.0,129.62,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-13,0.0,128.72,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-14,0.0,127.82,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-15,0.0,127.23,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-16,0.0,126.64,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-17,0.0,126.35,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-18,0.0,126.06,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-19,0.0,125.47,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-20,0.0,124.89,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-21,0.0,124.6,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-22,0.0,124.31,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-23,0.0,124.03,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-24,0.0,123.74,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-25,0.0,123.74,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-26,0.0,123.45,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-27,0.0,123.17,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-28,0.0,123.17,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-29,0.0,123.17,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-30,0.0,123.17,low,default_low_unconfirmed
"Lagos, Nigeria",2015-12-31,0.0,122.88,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-01,0.0,122.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-02,0.0,122.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-03,0.0,122.31,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-04,0.0,122.03,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-05,0.0,121.74,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-06,0.0,121.46,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-07,0.0,120.9,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-08,0.0,120.62,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-09,0.0,120.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-10,0.0,120.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-11,0.0,120.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-12,0.1,120.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-13,0.1,120.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-14,0.0,120.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-15,0.0,120.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-16,0.2,120.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-17,0.7,120.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-18,1.1,120.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-19,3.4,122.03,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-20,0.3,125.18,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-21,0.0,125.77,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-22,0.0,125.77,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-23,0.0,125.77,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-24,0.5,125.47,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-25,0.0,124.6,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-26,0.0,123.45,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-27,0.0,122.31,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-28,0.0,121.18,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-29,0.0,120.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-30,0.0,119.23,low,default_low_unconfirmed
"Lagos, Nigeria",2016-01-31,0.0,118.67,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-01,0.0,117.85,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-02,0.0,117.3,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-03,0.0,116.76,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-04,0.0,116.49,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-05,0.0,116.22,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-06,0.0,116.22,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-07,0.0,115.95,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-08,0.0,115.95,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-09,0.0,115.68,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-10,0.0,115.41,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-11,0.0,115.41,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-12,0.0,115.14,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-13,0.0,114.88,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-14,0.0,114.61,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-15,0.0,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-16,0.0,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-17,0.1,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-18,0.9,114.08,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-19,0.0,114.08,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-20,0.0,113.82,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-21,1.4,113.82,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-22,0.9,114.08,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-23,0.8,114.08,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-24,0.1,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-25,2.9,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-26,0.5,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-27,0.4,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-28,0.1,114.08,low,default_low_unconfirmed
"Lagos, Nigeria",2016-02-29,0.9,113.82,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-01,3.2,114.08,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-02,0.5,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-03,0.0,114.35,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-04,0.0,114.61,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-05,1.1,115.14,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-06,1.1,115.68,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-07,0.0,115.95,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-08,0.4,116.49,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-09,0.1,117.58,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-10,0.6,119.5,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-11,9.4,124.6,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-12,1.0,133.9,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-13,16.6,153.17,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-14,8.0,189.55,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-15,0.3,213.29,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-16,3.4,233.96,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-17,9.9,249.61,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-18,8.4,260.22,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-19,5.8,267.53,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-20,3.5,273.79,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-21,12.8,275.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-22,0.1,270.02,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-23,0.7,254.27,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-24,17.3,247.89,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-25,4.1,246.74,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-26,7.7,243.91,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-27,4.6,239.99,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-28,5.3,233.42,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-29,4.1,227.03,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-30,2.6,214.28,low,default_low_unconfirmed
"Lagos, Nigeria",2016-03-31,2.3,198.53,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-01,8.2,185.64,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-02,1.1,175.6,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-03,0.4,168.04,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-04,0.4,163.44,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-05,1.3,159.69,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-06,8.7,158.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-07,5.7,159.69,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-08,3.9,159.32,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-09,8.7,163.06,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-10,0.9,167.27,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-11,6.9,175.2,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-12,2.0,193.98,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-13,0.0,213.78,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-14,0.6,229.67,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-15,10.2,236.14,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-16,0.4,245.6,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-17,0.2,254.86,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-18,1.9,263.85,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-19,0.7,254.27,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-20,2.2,230.21,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-21,0.8,206.01,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-22,1.3,186.07,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-23,0.1,170.4,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-24,6.2,158.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-25,2.2,150.71,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-26,6.3,146.57,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-27,5.1,145.89,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-28,7.0,148.28,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-29,0.1,153.88,low,default_low_unconfirmed
"Lagos, Nigeria",2016-04-30,8.5,163.44,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-01,3.1,176.42,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-02,4.5,181.39,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-03,5.0,185.21,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-04,7.4,189.99,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-05,1.8,191.75,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-06,11.2,198.53,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-07,2.7,215.77,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-08,6.9,236.14,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-09,0.7,262.63,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-10,0.9,282.14,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-11,0.0,289.4,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-12,4.8,276.97,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-13,2.9,246.74,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-14,4.5,213.29,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-15,11.7,192.64,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-16,16.3,186.93,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-17,18.4,200.84,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-18,14.6,250.77,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-19,5.0,331.66,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-20,2.0,409.2,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-21,9.4,460.32,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-22,23.3,475.43,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-23,62.0,566.54,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-24,6.3,1179.32,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-25,4.6,2678.17,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-26,4.0,2746.89,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-27,4.9,1658.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-28,2.3,987.55,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-29,15.2,711.85,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-30,11.2,634.33,low,default_low_unconfirmed
"Lagos, Nigeria",2016-05-31,10.0,686.07,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-01,0.9,784.24,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-02,8.3,798.83,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-03,8.3,731.82,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-04,4.6,684.49,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-05,4.9,676.64,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-06,6.1,640.21,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-07,6.6,557.47,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-08,11.8,495.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-09,18.1,493.31,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-10,1.4,532.33,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-11,9.5,589.2,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-12,12.5,632.87,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-13,16.4,583.79,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-14,12.8,532.33,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-15,13.6,565.24,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-16,10.3,736.9,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-17,5.4,1136.63,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-18,2.5,1376.21,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-19,13.5,1075.47,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-20,15.8,786.05,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-21,8.6,700.46,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-22,0.6,766.36,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-23,1.0,828.85,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-24,32.4,728.46,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-25,15.1,742.02,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-26,3.8,1447.77,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-27,59.3,2054.89,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-28,32.9,1971.42,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-29,2.6,2232.57,low,default_low_unconfirmed
"Lagos, Nigeria",2016-06-30,5.1,2083.49,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-01,0.4,1401.81,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-02,1.4,976.24,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-03,3.8,752.36,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-04,0.7,593.29,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-05,5.0,474.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-06,5.4,400.79,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-07,2.6,375.7,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-08,2.1,388.05,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-09,6.1,397.11,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-10,5.7,375.7,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-11,4.1,352.18,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-12,1.2,357.1,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-13,1.1,392.55,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-14,3.3,404.51,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-15,1.6,380.94,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-16,5.7,373.11,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-17,18.3,412.05,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-18,0.9,445.68,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-19,2.5,489.91,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-20,6.5,571.8,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-21,10.0,647.63,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-22,10.7,844.28,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-23,12.5,1123.61,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-24,21.6,1395.37,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-25,0.6,1558.55,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-26,2.1,1451.11,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-27,1.3,1134.01,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-28,4.5,911.01,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-29,0.4,771.68,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-30,8.8,635.8,low,default_low_unconfirmed
"Lagos, Nigeria",2016-07-31,8.2,558.76,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-01,1.5,534.8,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-02,0.8,591.93,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-03,1.8,594.66,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-04,0.0,476.53,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-05,0.2,361.24,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-06,4.6,296.85,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-07,0.3,410.15,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-08,0.4,848.18,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-09,0.7,1087.93,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-10,4.0,915.22,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-11,3.1,593.29,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-12,3.5,413.0,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-13,5.0,357.92,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-14,1.4,380.94,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-15,0.7,416.83,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-16,2.5,549.81,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-17,0.7,840.4,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-18,0.3,775.25,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-19,2.9,537.27,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-20,7.4,464.59,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-21,0.6,513.04,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-22,2.8,477.63,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-23,9.7,435.52,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-24,6.7,411.1,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-25,8.0,418.76,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-26,7.7,463.52,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-27,14.9,531.11,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-28,14.5,697.23,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-29,1.7,1147.15,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-30,3.8,1605.94,low,default_low_unconfirmed
"Lagos, Nigeria",2016-08-31,0.5,1523.05,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-01,13.8,1075.47,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-02,1.8,733.51,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-03,6.9,692.43,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-04,1.7,802.53,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-05,8.1,800.68,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-06,78.3,731.82,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-07,0.8,777.04,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-08,7.7,1134.01,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-09,6.8,1305.17,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-10,4.5,1024.65,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-11,47.2,830.76,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-12,5.3,848.18,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-13,11.7,925.83,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-14,13.1,1001.31,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-15,10.3,1344.86,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-16,3.5,2003.47,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-17,5.4,2459.37,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-18,3.4,1689.44,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-19,5.9,1121.02,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-20,7.8,842.34,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-21,4.3,747.17,low,default_low_unconfirmed
"Lagos, Nigeria",2016-09-22,7.4,800.68,low,default_low_unconfirmed
