location_name,date,rainfall_mm_24h,river_discharge_m3s,risk_level,label_source
"Maputo, Mozambique",2021-05-24,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-25,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-26,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-28,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-05-31,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-01,26.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-02,0.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-03,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-04,0.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-05,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-06,2.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-07,1.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-08,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-09,1.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-10,1.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-11,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-13,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-14,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-15,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-16,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-17,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-18,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-19,1.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-21,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-22,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-23,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-25,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-26,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-28,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-06-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-01,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-02,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-03,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-04,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-05,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-06,1.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-07,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-08,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-09,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-13,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-14,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-15,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-16,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-17,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-18,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-21,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-22,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-23,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-25,1.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-26,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-28,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-07-31,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-01,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-02,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-03,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-04,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-05,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-06,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-07,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-08,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-09,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-13,1.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-14,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-15,1.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-16,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-17,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-18,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-20,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-21,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-22,1.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-23,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-25,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-26,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-28,3.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-08-31,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-01,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-02,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-03,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-04,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-05,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-06,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-07,2.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-08,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-09,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-13,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-14,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-15,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-16,3.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-17,1.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-18,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-21,7.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-22,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-23,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-25,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-26,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-28,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-29,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-09-30,6.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-01,1.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-02,7.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-03,32.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-04,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-05,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-06,2.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-07,1.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-08,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-09,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-10,4.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-13,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-14,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-15,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-16,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-17,4.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-18,10.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-19,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-21,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-22,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-23,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-25,24.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-26,2.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-27,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-28,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-30,11.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-10-31,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-01,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-02,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-03,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-04,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-05,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-06,0.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-07,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-08,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-09,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-13,0.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-14,4.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-15,2.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-16,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-17,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-18,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-20,8.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-21,3.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-22,8.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-23,7.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-24,0.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-25,1.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-26,5.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-28,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-11-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-01,0.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-02,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-03,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-04,0.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-05,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-06,4.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-07,3.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-08,2.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-09,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-10,4.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-13,3.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-14,23.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-15,1.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-16,20.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-17,4.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-18,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-20,0.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-21,1.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-22,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-23,5.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-24,1.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-25,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-26,2.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-27,36.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-28,4.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-30,11.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2021-12-31,9.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-01,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-02,19.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-03,1.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-04,3.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-05,7.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-06,14.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-07,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-08,1.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-09,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-11,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-12,4.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-13,1.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-14,1.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-15,2.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-16,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-17,2.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-18,1.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-19,2.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-20,1.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-21,2.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-22,4.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-23,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-24,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-25,1.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-26,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-27,0.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-28,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-29,15.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-30,15.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-01-31,1.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-01,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-02,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-03,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-04,5.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-05,4.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-06,8.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-07,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-08,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-09,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-10,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-12,0.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-13,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-14,2.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-15,9.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-16,1.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-17,3.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-18,1.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-19,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-21,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-22,1.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-23,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-24,0.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-25,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-26,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-27,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-02-28,1.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-01,3.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-02,1.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-03,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-04,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-05,4.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-06,1.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-07,2.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-08,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-09,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-11,1.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-12,1.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-13,1.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-14,1.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-15,5.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-16,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-17,0.8,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-18,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-21,0.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-22,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-23,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-25,4.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-26,7.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-27,0.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-28,0.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-29,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-03-31,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-01,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-02,3.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-03,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-04,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-05,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-06,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-07,0.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-08,1.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-09,14.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-10,8.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-11,32.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-12,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-13,1.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-14,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-15,4.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-16,21.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-17,12.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-18,29.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-19,10.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-20,0.3,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-21,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-22,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-23,1.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-25,0.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-26,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-27,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-28,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-04-30,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-01,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-02,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-03,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-04,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-05,0.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-06,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-07,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-08,9.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-09,0.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-10,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-11,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-12,0.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-13,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-14,3.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-15,3.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-16,8.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-17,7.6,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-18,1.7,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-19,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-20,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-21,5.4,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-22,13.5,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-23,89.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-24,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-25,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-26,0.9,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-27,1.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-28,0.1,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-29,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-30,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-05-31,0.2,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-06-01,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-06-02,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-06-03,0.0,,low,default_low_unconfirmed
"Maputo, Mozambique",2022-06-04,0.0,,low,default_low_unconfirmed
